No,MemoryID,Word1,Word2,Title,Poem,EndingRule,Mood,ObservationType,SceneTheme,Location,TimeOfDay,Weather,Brightness,Palette,Subject,Symbol,Composition,Lighting,CameraStyle,Rarity,RareEffect,ImagePrompt,Filename,OutputPath,Generate,GenerationStatus,ReviewStatus,Notes
039,M039,見つからない,ラムネ,見つからないラムネ,"ノイズが静かに混ざる。
見つからないラムネを思い出しそうになる。
ビー玉だけ帰らなかった。",だけが,Serious,Memory,冷たいラムネ瓶,縁側または夜店,青い時間,微風,Normal,violet-blue with pale moonlight,an empty chair suggesting someone just left,ビー玉と水滴,後ろ姿,月明かり,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 冷たいラムネ瓶 at 縁側または夜店. Title concept: 見つからないラムネ. Visual motif: ビー玉と水滴. Subject: an empty chair suggesting someone just left. Composition: rear view, face not visible. Time: 青い時間. Weather and air: 微風. Lighting: 月明かり. Color palette: violet-blue with pale moonlight. Emotional tone: Serious, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: ノイズが静かに混ざる。 / 見つからないラムネを思い出しそうになる。 / ビー玉だけ帰らなかった。.",039.webp,images/memory/039.webp,YES,PENDING,UNREVIEWED,
040,M040,見つからない,夕暮れ,見つからない夕暮れ,"空はまだ青かった。
屋台の匂いに負けた。
風だけ知っていた。",だけが,Smile,Smile,夏の夕暮れ,住宅街または河川敷,夜,湿った夜気,Normal,teal shadows with faded amber,a child-sized silhouette far in the background,長い影と茜空,空,灯籠,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 夏の夕暮れ at 住宅街または河川敷. Title concept: 見つからない夕暮れ. Visual motif: 長い影と茜空. Subject: a child-sized silhouette far in the background. Composition: wide view dominated by the summer sky. Time: 夜. Weather and air: 湿った夜気. Lighting: 灯籠. Color palette: teal shadows with faded amber. Emotional tone: Smile, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 空はまだ青かった。 / 屋台の匂いに負けた。 / 風だけ知っていた。.",040.webp,images/memory/040.webp,YES,PENDING,UNREVIEWED,
041,M041,見つからない,鳥居,見つからない鳥居,"風が少し止んだ。
見つからない鳥居を思い出しそうになる。
足音だけ越えていった。",だけが,Serious,Boundary,境界に立つ鳥居,神社の入口,夕暮れ,晴れ,Bright,"peach dusk, lavender clouds and reflected gold","no visible person, only traces of presence",鳥居としめ縄,後ろ姿,夕暮れ,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark, brighter exposure, luminous summer air, hopeful but not overly cheerful. Scene: 境界に立つ鳥居 at 神社の入口. Title concept: 見つからない鳥居. Visual motif: 鳥居としめ縄. Subject: no visible person, only traces of presence. Composition: rear view, face not visible. Time: 夕暮れ. Weather and air: 晴れ. Lighting: 夕暮れ. Color palette: peach dusk, lavender clouds and reflected gold. Emotional tone: Serious, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 風が少し止んだ。 / 見つからない鳥居を思い出しそうになる。 / 足音だけ越えていった。.",041.webp,images/memory/041.webp,YES,PENDING,UNREVIEWED,
042,M042,見つからない,灯籠,見つからない灯籠,"風が少し止んだ。
屋台の匂いに負けた。
水面だけ応えていた。",だけが,Smile,Smile,水面を流れる灯籠,静かな川,青い時間,微風,Normal,rain-washed blue with small golden lights,a hand holding a small summer object,灯りと水面,手元,灯籠,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 水面を流れる灯籠 at 静かな川. Title concept: 見つからない灯籠. Visual motif: 灯りと水面. Subject: a hand holding a small summer object. Composition: close-up of hands and an object, face not visible. Time: 青い時間. Weather and air: 微風. Lighting: 灯籠. Color palette: rain-washed blue with small golden lights. Emotional tone: Smile, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 風が少し止んだ。 / 屋台の匂いに負けた。 / 水面だけ応えていた。.",042.webp,images/memory/042.webp,YES,PENDING,UNREVIEWED,
043,M043,見つからない,河川敷,見つからない河川敷,"空はまだ青かった。
見つからない河川敷を思い出しそうになる。
水面だけ笑っていた。",だけが,Serious,Memory,夏の河川敷,川沿いの道,夜,微風,Normal,deep indigo and soft cyan,a lone person seen from behind,草と風,空,月明かり,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 夏の河川敷 at 川沿いの道. Title concept: 見つからない河川敷. Visual motif: 草と風. Subject: a lone person seen from behind. Composition: wide view dominated by the summer sky. Time: 夜. Weather and air: 微風. Lighting: 月明かり. Color palette: deep indigo and soft cyan. Emotional tone: Serious, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 空はまだ青かった。 / 見つからない河川敷を思い出しそうになる。 / 水面だけ笑っていた。.",043.webp,images/memory/043.webp,YES,PENDING,UNREVIEWED,
044,M044,見つからない,蝉時雨,見つからない蝉時雨,"灯りが水面にほどける。
サンダルに小石が入った。
空だけ静かだった。",だけが,Smile,Smile,蝉時雨の木陰,古い公園または参道,時間不明,信号ノイズ,Rare Glitch,near-black with corrupted magenta and cyan,two distant figures walking quietly,木漏れ日と蝉の気配,水面,夕暮れ,404 Memory Camera,RARE,MEMORY NOT FOUND,"404 Memory Camera observation error, corrupted summer memory, heavy VHS noise, RGB split, scanline interference, digital tearing, missing fragments, double exposure, signal loss, unsettling but beautiful, red and cyan glitch accents, the numerals 404 clearly visible inside the scene as part of the corrupted memory, vertical 9:16, 1080x1920, no other readable text, no UI frame, no watermark. Scene: 蝉時雨の木陰 at 古い公園または参道. Title concept: 見つからない蝉時雨. Visual motif: 木漏れ日と蝉の気配. Subject: two distant figures walking quietly. Composition: low angle focused on reflections on water. Time: 時間不明. Weather and air: 信号ノイズ. Lighting: 夕暮れ. Color palette: near-black with corrupted magenta and cyan. Emotional tone: Smile, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 灯りが水面にほどける。 / サンダルに小石が入った。 / 空だけ静かだった。. Error label concept: MEMORY NOT FOUND.",044.webp,images/memory/044.webp,YES,PENDING,UNREVIEWED,
045,M045,見つからない,祭り囃子,見つからない祭り囃子,"灯りが水面にほどける。
見つからない祭り囃子を思い出しそうになる。
太鼓だけ急いでいた。",だけが,Serious,Memory,遠くの祭り囃子,夜の路地,月夜,微風,Normal,violet-blue with pale moonlight,an empty chair suggesting someone just left,太鼓と揺れる提灯,水面,夕暮れ,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 遠くの祭り囃子 at 夜の路地. Title concept: 見つからない祭り囃子. Visual motif: 太鼓と揺れる提灯. Subject: an empty chair suggesting someone just left. Composition: low angle focused on reflections on water. Time: 月夜. Weather and air: 微風. Lighting: 夕暮れ. Color palette: violet-blue with pale moonlight. Emotional tone: Serious, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 灯りが水面にほどける。 / 見つからない祭り囃子を思い出しそうになる。 / 太鼓だけ急いでいた。.",045.webp,images/memory/045.webp,YES,PENDING,UNREVIEWED,
046,M046,見つからない,帰り道,見つからない帰り道,"風鈴がひとつ鳴った。
ラムネの泡だけ元気だった。
靴音だけ続いていた。",だけが,Smile,Smile,祭りの帰り道,濡れた住宅街,月夜,雨上がり,Normal,teal shadows with faded amber,a child-sized silhouette far in the background,街灯と二つの影,空,夕暮れ,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 祭りの帰り道 at 濡れた住宅街. Title concept: 見つからない帰り道. Visual motif: 街灯と二つの影. Subject: a child-sized silhouette far in the background. Composition: wide view dominated by the summer sky. Time: 月夜. Weather and air: 雨上がり. Lighting: 夕暮れ. Color palette: teal shadows with faded amber. Emotional tone: Smile, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 風鈴がひとつ鳴った。 / ラムネの泡だけ元気だった。 / 靴音だけ続いていた。.",046.webp,images/memory/046.webp,YES,PENDING,UNREVIEWED,
047,M047,見つからない,夜店,見つからない夜店,"風鈴がひとつ鳴った。
見つからない夜店を思い出しそうになる。
匂いだけ笑っていた。",だけが,Serious,Memory,閉店前の夜店,祭りの屋台通り,月夜,微風,Normal,summer dusk peach and cobalt blue,"no visible person, only traces of presence",食べ物の湯気と裸電球,後ろ姿,夕暮れ,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 閉店前の夜店 at 祭りの屋台通り. Title concept: 見つからない夜店. Visual motif: 食べ物の湯気と裸電球. Subject: no visible person, only traces of presence. Composition: rear view, face not visible. Time: 月夜. Weather and air: 微風. Lighting: 夕暮れ. Color palette: summer dusk peach and cobalt blue. Emotional tone: Serious, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 風鈴がひとつ鳴った。 / 見つからない夜店を思い出しそうになる。 / 匂いだけ笑っていた。.",047.webp,images/memory/047.webp,YES,PENDING,UNREVIEWED,
048,M048,見つからない,打ち上げ跡,見つからない打ち上げ跡,"汗が少し乾いた。
屋台の匂いに負けた。
静けさだけ広がった。",だけが,Smile,Smile,花火大会の打ち上げ跡,人気のない河川敷,夏の午後,薄曇り,Bright,warm sunset orange and clear cobalt blue,a hand holding a small summer object,煙と空の椅子,手元,青白い光,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark, brighter exposure, luminous summer air, hopeful but not overly cheerful. Scene: 花火大会の打ち上げ跡 at 人気のない河川敷. Title concept: 見つからない打ち上げ跡. Visual motif: 煙と空の椅子. Subject: a hand holding a small summer object. Composition: close-up of hands and an object, face not visible. Time: 夏の午後. Weather and air: 薄曇り. Lighting: 青白い光. Color palette: warm sunset orange and clear cobalt blue. Emotional tone: Smile, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 汗が少し乾いた。 / 屋台の匂いに負けた。 / 静けさだけ広がった。.",048.webp,images/memory/048.webp,YES,PENDING,UNREVIEWED,
049,M049,まだ帰れない,夏祭り,まだ帰れない夏祭り,"風鈴がひとつ鳴った。
まだ帰れない夏祭りを思い出しそうになる。
夜風だけ覚えていた。",だけが,Serious,Memory,神社の夏祭り,神社参道,月夜,薄曇り,Normal,deep indigo and soft cyan,a lone person seen from behind,提灯と屋台,足元,花火,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 神社の夏祭り at 神社参道. Title concept: まだ帰れない夏祭り. Visual motif: 提灯と屋台. Subject: a lone person seen from behind. Composition: low angle close-up of sandals and wet ground. Time: 月夜. Weather and air: 薄曇り. Lighting: 花火. Color palette: deep indigo and soft cyan. Emotional tone: Serious, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 風鈴がひとつ鳴った。 / まだ帰れない夏祭りを思い出しそうになる。 / 夜風だけ覚えていた。.",049.webp,images/memory/049.webp,YES,PENDING,UNREVIEWED,
050,M050,まだ帰れない,花火,まだ帰れない花火,"汗が少し乾いた。
線香花火をまだ信じていた。
光だけ笑っていた。",だけが,Smile,Smile,打ち上げ花火,河川敷または湖畔,夕暮れ後,湿った夜気,Normal,midnight blue with warm lantern orange,two distant figures walking quietly,花火と煙,空,青白い光,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 打ち上げ花火 at 河川敷または湖畔. Title concept: まだ帰れない花火. Visual motif: 花火と煙. Subject: two distant figures walking quietly. Composition: wide view dominated by the summer sky. Time: 夕暮れ後. Weather and air: 湿った夜気. Lighting: 青白い光. Color palette: midnight blue with warm lantern orange. Emotional tone: Smile, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 汗が少し乾いた。 / 線香花火をまだ信じていた。 / 光だけ笑っていた。.",050.webp,images/memory/050.webp,YES,PENDING,UNREVIEWED,
051,M051,まだ帰れない,ラムネ,まだ帰れないラムネ,"空はまだ青かった。
まだ帰れないラムネを思い出しそうになる。
甘さだけ残った。",だけが,Serious,Memory,冷たいラムネ瓶,縁側または夜店,夜,微風,Normal,violet-blue with pale moonlight,an empty chair suggesting someone just left,ビー玉と水滴,足元,夕暮れ,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 冷たいラムネ瓶 at 縁側または夜店. Title concept: まだ帰れないラムネ. Visual motif: ビー玉と水滴. Subject: an empty chair suggesting someone just left. Composition: low angle close-up of sandals and wet ground. Time: 夜. Weather and air: 微風. Lighting: 夕暮れ. Color palette: violet-blue with pale moonlight. Emotional tone: Serious, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 空はまだ青かった。 / まだ帰れないラムネを思い出しそうになる。 / 甘さだけ残った。.",051.webp,images/memory/051.webp,YES,PENDING,UNREVIEWED,
052,M052,まだ帰れない,夕暮れ,まだ帰れない夕暮れ,"汗が少し乾いた。
扇風機に向かって『あー』と言いたくなった。
風だけ知っていた。",だけが,Smile,Smile,夏の夕暮れ,住宅街または河川敷,夏の午後,雨上がり,Bright,bright summer blue and soft golden sunlight,a child-sized silhouette far in the background,長い影と茜空,横顔,月明かり,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark, brighter exposure, luminous summer air, hopeful but not overly cheerful. Scene: 夏の夕暮れ at 住宅街または河川敷. Title concept: まだ帰れない夕暮れ. Visual motif: 長い影と茜空. Subject: a child-sized silhouette far in the background. Composition: quiet side profile, facial features soft and indistinct. Time: 夏の午後. Weather and air: 雨上がり. Lighting: 月明かり. Color palette: bright summer blue and soft golden sunlight. Emotional tone: Smile, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 汗が少し乾いた。 / 扇風機に向かって『あー』と言いたくなった。 / 風だけ知っていた。.",052.webp,images/memory/052.webp,YES,PENDING,UNREVIEWED,
053,M053,まだ帰れない,鳥居,まだ帰れない鳥居,"空はまだ青かった。
まだ帰れない鳥居を思い出しそうになる。
足音だけ越えていった。",だけが,Serious,Boundary,境界に立つ鳥居,神社の入口,夜,微風,Normal,summer dusk peach and cobalt blue,"no visible person, only traces of presence",鳥居としめ縄,後ろ姿,灯籠,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 境界に立つ鳥居 at 神社の入口. Title concept: まだ帰れない鳥居. Visual motif: 鳥居としめ縄. Subject: no visible person, only traces of presence. Composition: rear view, face not visible. Time: 夜. Weather and air: 微風. Lighting: 灯籠. Color palette: summer dusk peach and cobalt blue. Emotional tone: Serious, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 空はまだ青かった。 / まだ帰れない鳥居を思い出しそうになる。 / 足音だけ越えていった。.",053.webp,images/memory/053.webp,YES,PENDING,UNREVIEWED,
054,M054,まだ帰れない,灯籠,まだ帰れない灯籠,"夜気がゆっくり近づく。
扇風機に向かって『あー』と言いたくなった。
灯りだけ残っていた。",だけが,Smile,Smile,水面を流れる灯籠,静かな川,夜,雨上がり,Normal,rain-washed blue with small golden lights,a hand holding a small summer object,灯りと水面,足元,月明かり,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 水面を流れる灯籠 at 静かな川. Title concept: まだ帰れない灯籠. Visual motif: 灯りと水面. Subject: a hand holding a small summer object. Composition: low angle close-up of sandals and wet ground. Time: 夜. Weather and air: 雨上がり. Lighting: 月明かり. Color palette: rain-washed blue with small golden lights. Emotional tone: Smile, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 夜気がゆっくり近づく。 / 扇風機に向かって『あー』と言いたくなった。 / 灯りだけ残っていた。.",054.webp,images/memory/054.webp,YES,PENDING,UNREVIEWED,
055,M055,まだ帰れない,河川敷,まだ帰れない河川敷,"汗が少し乾いた。
まだ帰れない河川敷を思い出しそうになる。
風だけ遊んでいた。",だけが,Serious,Memory,夏の河川敷,川沿いの道,夜,信号ノイズ,Rare Glitch,"black, deep blue, red glitch and cyan",a lone person seen from behind,草と風,手元,花火,404 Memory Camera,RARE,MEMORY ERROR,"404 Memory Camera observation error, corrupted summer memory, heavy VHS noise, RGB split, scanline interference, digital tearing, missing fragments, double exposure, signal loss, unsettling but beautiful, red and cyan glitch accents, the numerals 404 clearly visible inside the scene as part of the corrupted memory, vertical 9:16, 1080x1920, no other readable text, no UI frame, no watermark. Scene: 夏の河川敷 at 川沿いの道. Title concept: まだ帰れない河川敷. Visual motif: 草と風. Subject: a lone person seen from behind. Composition: close-up of hands and an object, face not visible. Time: 夜. Weather and air: 信号ノイズ. Lighting: 花火. Color palette: black, deep blue, red glitch and cyan. Emotional tone: Serious, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 汗が少し乾いた。 / まだ帰れない河川敷を思い出しそうになる。 / 風だけ遊んでいた。. Error label concept: MEMORY ERROR.",055.webp,images/memory/055.webp,YES,PENDING,UNREVIEWED,
056,M056,まだ帰れない,蝉時雨,まだ帰れない蝉時雨,"汗が少し乾いた。
線香花火をまだ信じていた。
音だけ夏だった。",だけが,Smile,Smile,蝉時雨の木陰,古い公園または参道,青い時間,湿った夜気,Normal,midnight blue with warm lantern orange,two distant figures walking quietly,木漏れ日と蝉の気配,後ろ姿,灯籠,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 蝉時雨の木陰 at 古い公園または参道. Title concept: まだ帰れない蝉時雨. Visual motif: 木漏れ日と蝉の気配. Subject: two distant figures walking quietly. Composition: rear view, face not visible. Time: 青い時間. Weather and air: 湿った夜気. Lighting: 灯籠. Color palette: midnight blue with warm lantern orange. Emotional tone: Smile, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 汗が少し乾いた。 / 線香花火をまだ信じていた。 / 音だけ夏だった。.",056.webp,images/memory/056.webp,YES,PENDING,UNREVIEWED,
057,M057,まだ帰れない,祭り囃子,まだ帰れない祭り囃子,"空はまだ青かった。
まだ帰れない祭り囃子を思い出しそうになる。
太鼓だけ急いでいた。",だけが,Serious,Memory,遠くの祭り囃子,夜の路地,青い時間,湿った夜気,Normal,violet-blue with pale moonlight,an empty chair suggesting someone just left,太鼓と揺れる提灯,鳥居,花火,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 遠くの祭り囃子 at 夜の路地. Title concept: まだ帰れない祭り囃子. Visual motif: 太鼓と揺れる提灯. Subject: an empty chair suggesting someone just left. Composition: symmetrical framing through a shrine gate. Time: 青い時間. Weather and air: 湿った夜気. Lighting: 花火. Color palette: violet-blue with pale moonlight. Emotional tone: Serious, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 空はまだ青かった。 / まだ帰れない祭り囃子を思い出しそうになる。 / 太鼓だけ急いでいた。.",057.webp,images/memory/057.webp,YES,PENDING,UNREVIEWED,
058,M058,まだ帰れない,帰り道,まだ帰れない帰り道,"ノイズが静かに混ざる。
サンダルに小石が入った。
街灯だけ待っていた。",だけが,Smile,Smile,祭りの帰り道,濡れた住宅街,青い時間,薄曇り,Normal,teal shadows with faded amber,a child-sized silhouette far in the background,街灯と二つの影,水面,青白い光,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 祭りの帰り道 at 濡れた住宅街. Title concept: まだ帰れない帰り道. Visual motif: 街灯と二つの影. Subject: a child-sized silhouette far in the background. Composition: low angle focused on reflections on water. Time: 青い時間. Weather and air: 薄曇り. Lighting: 青白い光. Color palette: teal shadows with faded amber. Emotional tone: Smile, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: ノイズが静かに混ざる。 / サンダルに小石が入った。 / 街灯だけ待っていた。.",058.webp,images/memory/058.webp,YES,PENDING,UNREVIEWED,
059,M059,まだ帰れない,夜店,まだ帰れない夜店,"汗が少し乾いた。
まだ帰れない夜店を思い出しそうになる。
匂いだけ笑っていた。",だけが,Serious,Memory,閉店前の夜店,祭りの屋台通り,夕暮れ,雨上がり,Bright,"peach dusk, lavender clouds and reflected gold","no visible person, only traces of presence",食べ物の湯気と裸電球,横顔,月明かり,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark, brighter exposure, luminous summer air, hopeful but not overly cheerful. Scene: 閉店前の夜店 at 祭りの屋台通り. Title concept: まだ帰れない夜店. Visual motif: 食べ物の湯気と裸電球. Subject: no visible person, only traces of presence. Composition: quiet side profile, facial features soft and indistinct. Time: 夕暮れ. Weather and air: 雨上がり. Lighting: 月明かり. Color palette: peach dusk, lavender clouds and reflected gold. Emotional tone: Serious, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 汗が少し乾いた。 / まだ帰れない夜店を思い出しそうになる。 / 匂いだけ笑っていた。.",059.webp,images/memory/059.webp,YES,PENDING,UNREVIEWED,
060,M060,まだ帰れない,打ち上げ跡,まだ帰れない打ち上げ跡,"夜気がゆっくり近づく。
サンダルに小石が入った。
静けさだけ広がった。",だけが,Smile,Smile,花火大会の打ち上げ跡,人気のない河川敷,月夜,微風,Normal,rain-washed blue with small golden lights,a hand holding a small summer object,煙と空の椅子,鳥居,花火,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 花火大会の打ち上げ跡 at 人気のない河川敷. Title concept: まだ帰れない打ち上げ跡. Visual motif: 煙と空の椅子. Subject: a hand holding a small summer object. Composition: symmetrical framing through a shrine gate. Time: 月夜. Weather and air: 微風. Lighting: 花火. Color palette: rain-washed blue with small golden lights. Emotional tone: Smile, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 夜気がゆっくり近づく。 / サンダルに小石が入った。 / 静けさだけ広がった。.",060.webp,images/memory/060.webp,YES,PENDING,UNREVIEWED,
061,M061,遠い,夏祭り,遠い夏祭り,"ノイズが静かに混ざる。
遠い夏祭りを思い出しそうになる。
笑い声だけ残った。",だけが,Serious,Memory,神社の夏祭り,神社参道,青い時間,湿った夜気,Normal,deep indigo and soft cyan,a lone person seen from behind,提灯と屋台,後ろ姿,花火,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 神社の夏祭り at 神社参道. Title concept: 遠い夏祭り. Visual motif: 提灯と屋台. Subject: a lone person seen from behind. Composition: rear view, face not visible. Time: 青い時間. Weather and air: 湿った夜気. Lighting: 花火. Color palette: deep indigo and soft cyan. Emotional tone: Serious, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: ノイズが静かに混ざる。 / 遠い夏祭りを思い出しそうになる。 / 笑い声だけ残った。.",061.webp,images/memory/061.webp,YES,PENDING,UNREVIEWED,
062,M062,遠い,花火,遠い花火,"空はまだ青かった。
線香花火をまだ信じていた。
光だけ笑っていた。",だけが,Smile,Smile,打ち上げ花火,河川敷または湖畔,夜,微風,Normal,midnight blue with warm lantern orange,two distant figures walking quietly,花火と煙,空,灯籠,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 打ち上げ花火 at 河川敷または湖畔. Title concept: 遠い花火. Visual motif: 花火と煙. Subject: two distant figures walking quietly. Composition: wide view dominated by the summer sky. Time: 夜. Weather and air: 微風. Lighting: 灯籠. Color palette: midnight blue with warm lantern orange. Emotional tone: Smile, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 空はまだ青かった。 / 線香花火をまだ信じていた。 / 光だけ笑っていた。.",062.webp,images/memory/062.webp,YES,PENDING,UNREVIEWED,
